"Enrichment FDR","Genes in list","Total genes","Functional Category","Genes"
0.000672287103133269,15,200,"Negative regulation of cell-cell adhesion ","CD86 TNFRSF14 TNFAIP8L2 HAVCR2 LGALS9 PTPN6 HLX GNRH1 VSIG4 CEBPB PTPN2 JAK3 RUNX1 SPN FXYD5"
0.000698182691027165,8,59,"Alpha-beta T cell activation involved in immune response ","LGALS9 SPN BCL3 RELB HLX BATF JAK3 CD86"
0.000698182691027165,8,59,"Alpha-beta T cell differentiation involved in immune response ","LGALS9 SPN BCL3 RELB HLX BATF JAK3 CD86"
0.000704809576689171,9,76,"Regulation of macrophage activation ","TREM2 HAVCR2 VSIG4 TNIP2 C1QA C5AR1 CEBPA GRN TLR6"
0.000710819711233378,60,1599,"Positive regulation of transcription, DNA-templated ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF CEBPA MLXIPL SLC11A1 POU2F2 PABPC1L ARID3A KDM6B ETV6 PRDM15 TBX19 TBX6 BATF MSX1 BANP GLIS1 HCLS1 SERTAD1 MAFG MAFB ETV5 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 ESRRB USP21 CD86"
0.000715588440532829,11,114,"Regulation of alpha-beta T cell activation ","TNFRSF14 SYK LGALS9 SASH3 HLX ADA RASAL3 JAK3 RUNX1 CD86 EBI3"
0.000775211259676502,8,60,"Regulation of interleukin-2 production ","HDAC7 HAVCR2 SASH3 VSIG4 CARD9 CARD11 RUNX1 CD86"
0.000782269673871129,14,180,"Positive regulation of inflammatory response ","GPSM3 TLR7 NOD2 TREM2 FCER1G CEBPB C1QA NUPR1 IL17RA CEBPA VAMP8 GRN TLR6 PLA2G7"
0.000784231355218079,12,136,"Positive regulation of T cell proliferation ","JAK3 CD86 SYK LGALS9 CLECL1 TNFSF13B SASH3 HAVCR2 CCDC88B CARD11 RASAL3 EBI3"
0.000803089683863604,10,96,"Interleukin-8 production ","TLR7 CHI3L1 TLR6 BCL3 C5AR2 MAPKBP1 NOD2 LGALS9 HSPA1A LILRA2"
0.000827173203011522,43,1028,"Regulation of cellular component movement ","SEMA3F ARHGAP4 ABI3 ZSWIM4 SINHCAF TNFRSF14 SEMA6B GPSM3 SRGAP2 ANGPT2 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 EPHA2 GNRH1 PTAFR HAP1 IRS2 ADA C5AR1 SPN WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 SH3BP1 ZMYND8 TMIGD3 PLVAP C5AR2 LGALS9 FES ARAP1 ADORA3 SLAMF8"
0.000835548484492925,9,78,"Negative regulation of T cell proliferation ","CD86 TNFRSF14 LGALS9 PTPN6 HAVCR2 GNRH1 VSIG4 CEBPB SPN"
0.000849904516694005,65,1789,"Positive regulation of RNA metabolic process ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF HSPA1A CEBPA MLXIPL SLC11A1 TNFRSF1B POU2F2 MNT PABPC1L ARID3A KDM6B ETV6 PRDM15 TBX19 TBX6 BATF MSX1 BANP GLIS1 NUPR1 HCLS1 SERTAD1 MAFG MAFB ETV5 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 ESRRB USP21 ZC3H12D CD86"
0.00085809329967225,14,182,"Regulation of cytokine-mediated signaling pathway ","PALM3 CPNE1 IRAK3 AGPAT2 TREM2 GPS2 IRAK2 CREBRF PTPN2 SYK HSPA1A PTPN6 IFNGR2 RUNX1"
0.000862514225991304,21,359,"Blood coagulation ","FERMT3 PROC FCER1G SYK SERPINF2 PTPN6 SERPINA1 ADRA2B PLAUR WAS GNA15 DGKA DOCK6 MICAL1 ARRB2 PIK3R5 VAV1 SH2B2 MAFF MAFG MAFK"
0.000916200769690422,6,32,"Myeloid dendritic cell activation ","LTBR SPI1 RELB BATF3 BATF HAVCR2"
0.000916200769690422,6,32,"Regulation of interleukin-6 biosynthetic process ","TYROBP INPP5D PTAFR CEBPB CARD9 TLR6"
0.000916200769690422,7,46,"Positive regulation of alpha-beta T cell differentiation ","LGALS9 SASH3 HLX SYK ADA RUNX1 CD86"
0.000932647699353127,8,62,"Regulation of alpha-beta T cell differentiation ","LGALS9 SASH3 HLX SYK ADA JAK3 RUNX1 CD86"
0.000949488148566586,21,362,"Positive regulation of response to external stimulus ","CD180 GPSM3 TLR7 CYBA PLA2G7 NOD2 SERPINF2 TREM2 HAVCR2 FCER1G CEBPB IL16 C1QA NUPR1 IL17RA C5AR1 CEBPA VAMP8 LGALS9 GRN TLR6"
0.00097669636865661,61,1657,"Regulation of apoptotic process ","LTBR TNFRSF10B G0S2 GDF15 BCL2L11 BCL2L1 PIM3 NOL12 GRN BCL3 BIRC5 DNAJB6 RPS6KA1 RNF122 MSX1 TMC8 TNIP2 LGALS9 RELA HSPA1A TYROBP TNFRSF1B MNT SIRT4 MICAL1 OSGIN1 ARRB2 ADCY10 GNRH1 FCER1G MPZ DEDD2 CCR5 TNFAIP8L2 NOD2 INPP5D CHST11 CEBPB PTPN2 NUPR1 CHEK2 IRS2 CARD9 STK40 ADA C5AR1 CARD11 PLAUR FLT4 HCK BMF PROC HCLS1 SIAH2 FZD9 JAK3 CREBBP MCF2L FGD3 VAV1 TNFRSF10D"
0.00097669636865661,9,80,"Production of molecular mediator involved in inflammatory response ","GPSM3 GRN NOD2 FCER1G SYK IL17RA VAMP8 SLAMF8 TLR6"
0.000994084158441352,62,1694,"Positive regulation of nucleic acid-templated transcription ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF CEBPA MLXIPL SLC11A1 POU2F2 MNT PABPC1L ARID3A KDM6B ETV6 PRDM15 TBX19 TBX6 BATF MSX1 BANP GLIS1 NUPR1 HCLS1 SERTAD1 MAFG MAFB ETV5 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 ESRRB USP21 CD86"
0.0010000346398097,62,1695,"Positive regulation of RNA biosynthetic process ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF CEBPA MLXIPL SLC11A1 POU2F2 MNT PABPC1L ARID3A KDM6B ETV6 PRDM15 TBX19 TBX6 BATF MSX1 BANP GLIS1 NUPR1 HCLS1 SERTAD1 MAFG MAFB ETV5 AXIN1 RPS6KA1 SESN2 NCF1 RPS6KA4 ESRRB USP21 CD86"
0.0010000346398097,21,364,"Hemostasis ","FERMT3 PROC FCER1G SYK SERPINF2 PTPN6 SERPINA1 ADRA2B PLAUR WAS GNA15 DGKA DOCK6 MICAL1 ARRB2 PIK3R5 VAV1 SH2B2 MAFF MAFG MAFK"
0.0010000346398097,21,364,"Coagulation ","FERMT3 PROC FCER1G SYK SERPINF2 PTPN6 SERPINA1 ADRA2B PLAUR WAS GNA15 DGKA DOCK6 MICAL1 ARRB2 PIK3R5 VAV1 SH2B2 MAFF MAFG MAFK"
0.0010043280916828,110,3498,"Positive regulation of macromolecule metabolic process ","E2F2 MAP2K3 FLT4 NFATC2 RELB LTBR SSBP4 GDF15 PIK3R5 TNFRSF14 MLKL RELA SOX12 ASCL2 TLR7 TEAD4 HSPA1A E2F4 AXIN1 FURIN FZD7 CREBBP WAS SPI1 BCL3 JMJD6 NFKB2 TREM2 ELF4 GPS2 FHOD1 ARRB2 VENTX RUNX1 SCIMP CREBRF NOD2 SERPINF2 TNIP2 LGALS9 FOXA3 CEBPB TLR6 MLXIP ETV4 CHEK2 MAFF CARD9 C5AR1 SPN CEBPA ADRA2B MLXIPL TYROBP SLC11A1 TNFRSF1B POU2F2 MNT PABPC1L CDC25B ARID3A ESRRB KDM6B CHI3L1 C5AR2 HAVCR2 ETV6 JDP2 PRDM15 TBX19 TBX6 BCL2L11 BATF MSX1 SYK NAB2 ATG4B SLC50A1 PTAFR BANP GLIS1 NUPR1 HCLS1 ARAP1 SERTAD1 MAFG CARD11 MAFB ETV5 PTBP1 PLAUR GRN SOAT1 TENT4A RPS6KA1 TENT4B SESN2 PARP16 RCN3 NCF1 RPS6KA4 IRS2 USP21 ZC3H12D CD86 TNFRSF10B TAF1C EBI3 CXCR4 IRAK2"
0.00101348055049284,17,259,"Negative regulation of defense response ","TNFAIP8L2 GRN LGALS9 MICB TNFRSF1B IRAK3 GPS2 HAVCR2 AOAH PTPN2 ADA PROC MAPKBP1 ARRB2 SIGLEC10 VSIG4 SLAMF8"
0.00101437649245937,43,1041,"Regulation of locomotion ","SEMA3F ARHGAP4 ABI3 ZSWIM4 SINHCAF TNFRSF14 SEMA6B GPSM3 SRGAP2 ANGPT2 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 EPHA2 GNRH1 PTAFR IL16 PTPN2 IRS2 ADA C5AR1 SPN WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 SH3BP1 ZMYND8 TMIGD3 PLVAP C5AR2 LGALS9 FES ADORA3 SLAMF8"
0.00107974131426942,5,21,"Myeloid dendritic cell differentiation ","LTBR SPI1 RELB BATF3 BATF"
0.00109577569750437,40,946,"Regulation of cell motility ","SEMA3F ARHGAP4 ABI3 SINHCAF TNFRSF14 SEMA6B GPSM3 SRGAP2 ANGPT2 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 EPHA2 GNRH1 PTAFR IRS2 ADA C5AR1 SPN WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 SH3BP1 ZMYND8 TMIGD3 PLVAP C5AR2 LGALS9 FES ADORA3 SLAMF8"
0.00111007866386615,8,64,"Regulation of B cell proliferation ","SASH3 TYROBP TNFSF13B INPP5D IRS2 ADA CARD11 NFATC2"
0.00113194555110416,29,600,"Small GTPase mediated signal transduction ","GPR65 GPR4 ARHGAP30 SPRY4 DENND4B SIPA1L3 DOK1 MCF2L FGD3 DOCK6 VAV1 DOK3 SH2B2 ITSN2 SIPA1 WAS RIPOR1 SH3BP1 RASAL3 GMIP ARHGAP4 ARHGAP9 TRIP10 RGS19 ARHGAP45 SIAH2 IRS2 ARAP1 SRGAP2"
0.00113635378872061,38,883,"Regulation of cell migration ","SEMA3F ARHGAP4 ABI3 SINHCAF TNFRSF14 SEMA6B GPSM3 SRGAP2 ANGPT2 WNT5B PLA2G7 FERMT3 FGR SSH1 TREM2 SRPX2 CXCR4 SSH2 EPHA2 GNRH1 PTAFR IRS2 ADA C5AR1 SPN GRN MAP2K3 FLT4 RIPOR1 HDAC7 SH3BP1 ZMYND8 TMIGD3 PLVAP C5AR2 LGALS9 ADORA3 SLAMF8"
0.00114225892187829,61,1670,"Cell motility ","SEMA3F ARHGAP4 ABI3 CXCR4 SINHCAF TNFRSF14 FCER1G CCR5 SEMA6B GPSM3 SRGAP2 ANGPT2 NFATC2 SRPX2 WNT5B PLA2G7 FERMT3 PKN3 SYK FGR SSH1 TREM2 SH3BP1 SSH2 VAV1 EPHA2 GNRH1 PSTPIP2 PTAFR IL16 IL17RA FMNL1 IRS2 ADA C5AR1 SPN WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 ZMYND8 TMIGD3 PLVAP C5AR2 ARRB2 LGALS9 FES ADORA3 SLAMF8 CUZD1 CD84 HCK SLC7A6 PTPN6 TNFRSF10B SLC7A7 SLC3A2 INPP5D TNFRSF10D"
0.00114225892187829,61,1670,"Localization of cell ","SEMA3F ARHGAP4 ABI3 CXCR4 SINHCAF TNFRSF14 FCER1G CCR5 SEMA6B GPSM3 SRGAP2 ANGPT2 NFATC2 SRPX2 WNT5B PLA2G7 FERMT3 PKN3 SYK FGR SSH1 TREM2 SH3BP1 SSH2 VAV1 EPHA2 GNRH1 PSTPIP2 PTAFR IL16 IL17RA FMNL1 IRS2 ADA C5AR1 SPN WAS GRN MAP2K3 FLT4 RIPOR1 HDAC7 ZMYND8 TMIGD3 PLVAP C5AR2 ARRB2 LGALS9 FES ADORA3 SLAMF8 CUZD1 CD84 HCK SLC7A6 PTPN6 TNFRSF10B SLC7A7 SLC3A2 INPP5D TNFRSF10D"
0.00120101667565513,21,370,"Activation of innate immune response ","TLR6 TLR7 CYBA NOD2 RELA LILRA2 IRAK3 GPS2 IRAK2 HAVCR2 ARRB2 TNIP2 HSPA1A CREBBP HCK RELB FCER1G SYK MUC6 CARD9 CARD11"
0.00120101667565513,6,34,"Interleukin-6 biosynthetic process ","TYROBP INPP5D PTAFR CEBPB CARD9 TLR6"
0.00122760036056382,91,2785,"Anatomical structure morphogenesis ","SEMA3F FLT4 SSH1 MYBPC2 KLK14 ZSWIM4 PARVG SSH2 EPHA2 MSX1 SEMA6B FOXA3 CDH4 MYO7A SIPA1L3 ITSN2 CPNE1 FGR TYROBP TNFRSF1B JADE2 HDAC7 SPI1 BCL3 JMJD6 NFKB2 ARHGAP4 ANGPT2 TREM2 NFATC2 SRPX2 TNFSF13B DNAJB6 PLOD3 TCIRG1 PTPN6 CXCR4 VASP CHRNA10 GDF15 KDM6B CHI3L1 HLX SERPINH1 ST14 TBX6 BCL2L11 FZD7 FANCC SYK SPINT1 NAB2 SERPINF2 CHST11 BCL2L1 COL8A2 CEBPB KLHL6 RELA GPR4 FMNL1 STK40 ADA C5AR1 MAFB LST1 E2F4 ETV5 SHANK3 E2F2 STAB1 TCOF1 SH3BP1 HCK FERMT3 FES NPY2R ARAP1 SRGAP2 GRN RPS6KA1 FGD3 RUNX1 CREBBP MLXIPL DOK1 SPTBN5 TLE3 ARRB2 TBX19 IRS2"
0.00128444541631737,92,2827,"Multi-organism process ","SLC11A1 CD86 KLK14 CD180 TNFRSF14 FCER1G NOD2 ATG16L2 TLR6 PALM3 TLR7 IRAK3 STAB1 CYBA BCL3 GNLY HAVCR2 LGALS9 RNASE2 RNASE3 BCL2L1 IFNLR1 SPN MICB FGR FKBP4 CREBBP TNFRSF1B NFKB2 ANGPT2 TREM2 PABPC1L CDC25B HCK SLC1A5 IL10RA LTBR KMO LRMP CXCR4 BATF3 GPS2 IRAK2 SLC38A2 ETV6 EPHA2 ADCY10 NUP210L LHFPL2 IL2RG GNRH1 BCL2L11 BATF FANCC IFNGR2 CCR5 ASGR2 SYK CCDC88B TNIP2 PTAFR FOXA3 PPM1D CEBPB IL16 KLHL6 RELA IL17RA SSTR2 TMEM119 CARD9 ADA C5AR1 FCHSD1 ITSN2 HSPA1A AP1G2 ZGLP1 ETV5 CEBPA SHANK3 ADRA2B FURIN PTBP1 VAMP8 MAPKBP1 GRK2 LILRA2 GRN SLAMF8 RCC1 MAFF"
0.00132109502222652,9,84,"Neuroinflammatory response ","TYROBP TNFRSF1B TREM2 C1QA TLR6 NUPR1 TLR7 C5AR1 GRN"
0.00132109502222652,4,12,"Interleukin-2-mediated signaling pathway ","PTPN2 JAK3 IL2RG SYK"
0.00132428184462056,8,66,"Regulation of antigen receptor-mediated signaling pathway ","PTPN6 GPS2 CMTM3 PTPN2 ADA NFAM1 RELA RUNX1"
0.00133092937873766,3,5,"Interleukin-3-mediated signaling pathway ","FCER1G SYK IL3RA"
0.00133092937873766,3,5,"Cellular response to peptidoglycan ","TREM2 NOD2 RELA"
0.00136623518296262,57,1541,"Cell adhesion ","FERMT3 JAK3 CD86 PARVG PCDH1 TNFRSF14 TNFAIP8L2 SYK CDH4 FES SRPX2 CXCR4 HAVCR2 EPHA2 LGALS9 CLECL1 ADA CARD11 STAB1 CD84 MYBPC2 ANGPT2 TNFSF13B SIGLEC8 DNAJB6 PTPN6 SASH3 SIGLEC9 MYBPH HLX CUZD1 VAV1 SIGLEC10 GNRH1 BCL2L11 VSIG4 FZD7 CCDC88B SIGLEC7 PTAFR COL8A2 CEBPB PTPN2 NPY2R SIGLEC14 RASAL3 MPZ RELA SRGAP2 RUNX1 NOD2 SPN FXYD5 SIPA1 HCK EBI3 SERPINF2"
0.00147945215408305,14,194,"Regulation of response to cytokine stimulus ","PALM3 CPNE1 IRAK3 AGPAT2 TREM2 GPS2 IRAK2 CREBRF PTPN2 SYK HSPA1A PTPN6 IFNGR2 RUNX1"
0.0014849012893467,11,126,"Regulation of NIK/NF-kappaB signaling ","RELA TLR7 CHI3L1 HAVCR2 BCL3 HDAC7 NOD2 LGALS9 CPNE1 TNFRSF10B TLR6"
0.00152112493143636,57,1548,"Biological adhesion ","FERMT3 JAK3 CD86 PARVG PCDH1 TNFRSF14 TNFAIP8L2 SYK CDH4 FES SRPX2 CXCR4 HAVCR2 EPHA2 LGALS9 CLECL1 ADA CARD11 STAB1 CD84 MYBPC2 ANGPT2 TNFSF13B SIGLEC8 DNAJB6 PTPN6 SASH3 SIGLEC9 MYBPH HLX CUZD1 VAV1 SIGLEC10 GNRH1 BCL2L11 VSIG4 FZD7 CCDC88B SIGLEC7 PTAFR COL8A2 CEBPB PTPN2 NPY2R SIGLEC14 RASAL3 MPZ RELA SRGAP2 RUNX1 NOD2 SPN FXYD5 SIPA1 HCK EBI3 SERPINF2"
0.00153719324539305,30,644,"Apoptotic signaling pathway ","LTBR TNFRSF10B G0S2 DEDD2 BCL2L1 EPHA2 BCL2L11 MSX1 TMC8 AEN CHEK2 HSPA1A E2F2 TYROBP TNFRSF1B MNT MKNK2 DIDO1 ARRB2 CEBPB RELA PTPN2 NUPR1 PLAUR BCL3 CHAC1 LGALS9 SIAH2 BMF FZD9"
0.00154414930777841,63,1764,"Negative regulation of response to stimulus ","SEMA3F IRAK3 PROC SESN2 TLE3 TNFAIP8L2 SEMA6B BCL2L1 SPRY4 PALM3 ADA AXIN1 GRN CD84 ANGPT2 KLK14 GPS2 HAVCR2 ARRB2 EPHA2 TNFRSF14 SERPINF2 LGALS9 HSPA1A MICB GIPR TNFRSF1B MNT WNT5B PTPN6 CHRNA10 GDF15 AOAH HLX PRDM15 CREBRF INPP5D CHST11 RGS19 GRK2 RELA PTPN2 CHEK2 NPY2R PIM3 TLR6 SIAH2 PLAUR HDAC7 BCL3 SH3BP1 RASAL3 CHAC1 C5AR2 MAPKBP1 CPNE1 LILRA2 SIGLEC10 VSIG4 JAK3 SLAMF8 FZD9 TNFRSF10B"
0.00156277804137935,7,51,"Negative regulation of leukocyte apoptotic process ","FCER1G CCR5 IRS2 ADA HCLS1 JAK3 NOD2"
0.00163379498012572,71,2060,"Positive regulation of gene expression ","E2F2 NFATC2 RELB SSBP4 RELA SOX12 ASCL2 TEAD4 E2F4 CREBBP WAS MAP2K3 SPI1 BCL3 JMJD6 NFKB2 ELF4 GPS2 FHOD1 VENTX FZD7 RUNX1 CREBRF NOD2 SERPINF2 TNIP2 LGALS9 FOXA3 CEBPB MLXIP ETV4 CHEK2 MAFF HSPA1A CEBPA MLXIPL TYROBP SLC11A1 POU2F2 TREM2 PABPC1L ARID3A KDM6B ETV6 ARRB2 PRDM15 TBX19 TBX6 BATF MSX1 SLC50A1 PTAFR BANP GLIS1 HCLS1 SERTAD1 MAFG MAFB ETV5 AXIN1 TENT4A RPS6KA1 TENT4B SESN2 NCF1 RPS6KA4 ESRRB USP21 TLR6 CD86 TAF1C"
0.00171501100549183,16,247,"Cellular response to molecule of bacterial origin ","CD86 CD180 TLR6 TREM2 KMO IRAK2 HAVCR2 NOD2 TNIP2 PTAFR CEBPB RELA CCR5 TNFRSF1B LILRA2 HCK"
0.0017202685321137,73,2138,"Regulation of multicellular organismal development ","SEMA3F SSH1 ZSWIM4 SSH2 SYK SEMA6B ASCL2 MAFF MAFG NFATC2 SRPX2 C1QC LGALS9 CEBPB TMEM119 ITSN2 MAFB LILRB3 CPNE1 SRGAP2 ADRA2B TYROBP TNFRSF1B JADE2 ARHGAP4 IRAK3 ANGPT2 TREM2 ZMYND8 PTPN6 CXCR4 SASH3 ZBTB46 CHI3L1 HAVCR2 HLX ARRB2 EPHA2 GNRH1 TBX6 MSX1 SPINT1 INPP5D RELA C1QA HAP1 PTPN2 NUPR1 GPR4 CDH4 HCLS1 FZD9 ADA C5AR1 CARD11 NFAM1 ETV5 SHANK3 E2F2 FZD7 STAB1 HDAC7 SPI1 PROC RUNX1 FES HSPA1A FKBP4 GRN JAK3 SLAMF8 CD86 CREBBP"
0.00174744987277866,26,528,"Regulation of hemopoiesis ","SYK C1QC LGALS9 MAFB LILRB3 TYROBP PTPN6 SASH3 ZBTB46 HLX INPP5D CEBPB PTPN2 HCLS1 ADA CARD11 NFAM1 SPI1 RUNX1 FES HSPA1A JAK3 SLAMF8 CD86 CREBBP NFATC2"
0.00174744987277866,4,13,"Positive regulation of mast cell activation involved in immune response ","SYK FGR FCER1G VAMP8"
0.00174744987277866,4,13,"Macrophage activation involved in immune response ","SYK TYROBP HAVCR2 GRN"
0.00174744987277866,4,13,"Positive regulation of mast cell degranulation ","SYK FGR FCER1G VAMP8"
0.00174744987277866,4,13,"Cellular response to interleukin-2 ","PTPN2 JAK3 IL2RG SYK"
0.00178865238765765,108,3482,"Positive regulation of cellular metabolic process ","E2F2 MAP2K3 FLT4 NFATC2 RELB LTBR SSBP4 GDF15 SESN2 PIK3R5 TNFRSF14 MLKL RELA SOX12 ASCL2 TLR7 TEAD4 HSPA1A E2F4 FURIN FZD7 CREBBP WAS CYBA SPI1 BCL3 JMJD6 NFKB2 TREM2 ELF4 AXIN1 GPS2 FHOD1 ARRB2 VENTX RUNX1 SCIMP CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB TLR6 MLXIP ETV4 CHEK2 MAFF CARD9 C5AR1 SPN CEBPA ADRA2B MLXIPL TYROBP SLC11A1 TNFRSF1B POU2F2 MNT PABPC1L CDC25B ARID3A ESRRB KDM6B CHI3L1 C5AR2 HAVCR2 ETV6 JDP2 PRDM15 TBX19 TBX6 BCL2L11 BATF MSX1 SYK NAB2 PTAFR BANP GLIS1 PTPN2 NUPR1 HCLS1 ARAP1 SERTAD1 MAFG CARD11 MAFB ETV5 FGR PTBP1 PLAUR GRN SOAT1 RPS6KA1 PARP16 RCN3 NCF1 RPS6KA4 LGALS9 IRS2 USP21 ZC3H12D CD86 TNFRSF10B EBI3 CXCR4 IRAK2"
0.00178865238765765,6,37,"Positive regulation of macrophage activation ","TREM2 HAVCR2 TNIP2 C1QA CEBPA TLR6"
0.00191695201182075,14,200,"Negative regulation of immune response ","GRN CD84 HAVCR2 TNFRSF14 LGALS9 IRAK3 PTPN6 HLX INPP5D PTPN2 ARRB2 VSIG4 JAK3 SLAMF8"
0.00194944937264299,20,358,"Negative regulation of response to external stimulus ","SEMA3F PROC TNFAIP8L2 SEMA6B GRN ANGPT2 SERPINF2 MICB TNFRSF1B GPS2 HAVCR2 AOAH PTPN2 ADA C5AR2 MAPKBP1 LILRA2 SIGLEC10 SLAMF8 PLAUR"
0.00200187208121177,18,304,"Negative regulation of cell adhesion ","CD86 TNFRSF14 TNFAIP8L2 HAVCR2 LGALS9 ANGPT2 PTPN6 HLX GNRH1 VSIG4 FZD7 CEBPB PTPN2 JAK3 RUNX1 SPN FXYD5 SIPA1"
0.00201161814061753,69,2004,"Homeostatic process ","SLC11A1 CETP SLC4A11 JAK3 TCIRG1 CXCR4 C5AR2 GPR65 CCR5 MT1B GPR4 C5AR1 MT1A TMC8 LGALS9 MAFB MLXIPL GIPR CYBA SOAT1 TBXAS1 GNA15 SPI1 JMJD6 BIRC5 TNFSF13B PTPN6 SASH3 G0S2 SESN2 KDM6B TLE3 RCN3 BCL2L11 FANCC FCER1G SH2B2 ASGR2 SYK INPP5D FOXA3 CEBPB HAP1 PTPN2 HCLS1 MUC6 DGAT1 NPY2R IRS2 FZD9 ADA MAFG CARD11 PIM3 E2F4 CEBPA SHANK3 CHRNA10 GRN TENT4B NOD2 HSPA1A ESRRB SLAMF8 CREBBP DEDD2 NCF4 NCF1 POLE"
0.00208905093150787,11,132,"Regulation of myeloid leukocyte differentiation ","C1QC LILRB3 TYROBP ZBTB46 INPP5D CEBPB PTPN2 HCLS1 MAFB RUNX1 FES"
0.00232462313061884,4,14,"T-helper 2 cell differentiation ","BCL3 HLX BATF CD86"
0.00232462313061884,4,14,"Response to interleukin-2 ","PTPN2 JAK3 IL2RG SYK"
0.00232637992176495,104,3351,"Positive regulation of nitrogen compound metabolic process ","E2F2 MAP2K3 FLT4 NFATC2 RELB LTBR SSBP4 GDF15 PIK3R5 TNFRSF14 MLKL RELA SOX12 ASCL2 TLR7 TEAD4 HSPA1A E2F4 AXIN1 FURIN FZD7 CREBBP WAS SPI1 BCL3 JMJD6 NFKB2 TREM2 ELF4 GPS2 FHOD1 ARRB2 VENTX RUNX1 SCIMP CREBRF NOD2 SERPINF2 TNIP2 FOXA3 CEBPB TLR6 MLXIP ETV4 CHEK2 MAFF CARD9 C5AR1 SPN CEBPA ADRA2B MLXIPL TYROBP SLC11A1 TNFRSF1B POU2F2 MNT PABPC1L CDC25B ARID3A ESRRB KDM6B CHI3L1 C5AR2 HAVCR2 ETV6 JDP2 PRDM15 TBX19 TBX6 BCL2L11 BATF MSX1 SYK NAB2 ATG4B PTAFR BANP GLIS1 NUPR1 HCLS1 SERTAD1 MAFG CARD11 MAFB ETV5 PTBP1 PLAUR GRN SOAT1 RPS6KA1 SESN2 PARP16 RCN3 NCF1 RPS6KA4 LGALS9 USP21 ZC3H12D CD86 TNFRSF10B EBI3 CXCR4 IRAK2"
0.00233532408343864,6,39,"Alpha-beta T cell proliferation ","TNFRSF14 SYK LGALS9 ELF4 RASAL3 EBI3"
0.00233629436152383,41,1022,"Positive regulation of cell proliferation ","FLT4 JAK3 CD86 SASH3 SYK NOL12 GRN NOP2 LGALS9 RELA TMEM119 CLECL1 C5AR1 CYBA TNFSF13B C5AR2 HAVCR2 HLX SINHCAF NOD2 SERPINF2 CCDC88B PTAFR BCL2L1 HCLS1 IRS2 ADA CARD11 ETV5 MLXIPL NFATC2 HCK RASAL3 PTPN6 FZD7 FZD9 BIRC5 CDC25B EBI3 TCIRG1 SERTAD1"
